Retailer,Retailer ID,Invoice Date,Region,State,City,Beverage Brand,"Days to 
Deliver","Delivery 
Company","Price per 
Unit",Units Sold,Total Sales,Operating Profit,Operating Margin
CVS,1128299,11/5/2022,West,Colorado,Denver,Fanta,50,UPS,$0.65 ,"4,000","$2,600 ",$910 ,0.35
CVS,1128299,11/5/2022,West,Colorado,Denver,Powerade,49,UPS,$0.75 ,"3,750","$2,813 ","$1,547 ",0.55
CVS,1128299,11/5/2022,West,Colorado,Denver,Dasani Water,44,UPS,$0.80 ,"5,000","$4,000 ",$800 ,0.20
CVS,1128299,12/4/2022,West,Colorado,Denver,Coca-Cola,18,UPS,$0.65 ,"7,000","$4,550 ","$1,820 ",0.40
CVS,1128299,12/4/2022,West,Colorado,Denver,Diet Coke,35,UPS,$0.70 ,"7,000","$4,900 ","$1,225 ",0.25
CVS,1128299,12/4/2022,West,Colorado,Denver,Sprite,47,UPS,$0.65 ,"5,000","$3,250 ","$1,300 ",0.40
CVS,1128299,12/4/2022,West,Colorado,Denver,Fanta,43,UPS,$0.65 ,"5,000","$3,250 ","$1,138 ",0.35
CVS,1128299,12/4/2022,West,Colorado,Denver,Powerade,15,UPS,$0.75 ,"4,250","$3,188 ","$1,753 ",0.55
CVS,1128299,12/4/2022,West,Colorado,Denver,Dasani Water,59,UPS,$0.80 ,"5,250","$4,200 ",$840 ,0.20
CVS,1128299,1/3/2022,West,Washington,Seattle,Coca-Cola,55,UPS,$0.40 ,"4,500","$1,800 ",$540 ,0.30
CVS,1128299,1/3/2022,West,Washington,Seattle,Diet Coke,39,UPS,$0.50 ,"4,500","$2,250 ",$563 ,0.25
CVS,1128299,1/3/2022,West,Washington,Seattle,Sprite,50,UPS,$0.50 ,"4,500","$2,250 ",$563 ,0.25
CVS,1128299,1/3/2022,West,Washington,Seattle,Fanta,36,UPS,$0.50 ,"3,000","$1,500 ",$450 ,0.30
CVS,1128299,1/3/2022,West,Washington,Seattle,Powerade,58,UPS,$0.55 ,"2,500","$1,375 ",$344 ,0.25
CVS,1128299,1/3/2022,West,Washington,Seattle,Dasani Water,30,UPS,$0.50 ,"5,000","$2,500 ",$500 ,0.20
CVS,1128299,2/3/2022,West,Washington,Seattle,Coca-Cola,38,UPS,$0.40 ,"5,500","$2,200 ",$660 ,0.30
CVS,1128299,2/3/2022,West,Washington,Seattle,Diet Coke,28,UPS,$0.50 ,"4,500","$2,250 ",$563 ,0.25
CVS,1128299,2/3/2022,West,Washington,Seattle,Sprite,40,UPS,$0.50 ,"4,500","$2,250 ",$563 ,0.25
CVS,1128299,2/3/2022,West,Washington,Seattle,Fanta,35,UPS,$0.50 ,"3,000","$1,500 ",$450 ,0.30
CVS,1128299,2/3/2022,West,Washington,Seattle,Powerade,56,UPS,$0.55 ,"2,250","$1,238 ",$309 ,0.25
CVS,1128299,2/3/2022,West,Washington,Seattle,Dasani Water,59,UPS,$0.50 ,"4,250","$2,125 ",$425 ,0.20
CVS,1128299,3/2/2022,West,Washington,Seattle,Coca-Cola,56,UPS,$0.50 ,"5,750","$2,875 ",$863 ,0.30
CVS,1128299,3/2/2022,West,Washington,Seattle,Diet Coke,50,UPS,$0.60 ,"4,250","$2,550 ",$638 ,0.25
CVS,1128299,3/2/2022,West,Washington,Seattle,Sprite,33,UPS,$0.65 ,"4,250","$2,763 ",$691 ,0.25
CVS,1128299,3/2/2022,West,Washington,Seattle,Fanta,37,UPS,$0.65 ,"3,250","$2,113 ",$634 ,0.30
CVS,1128299,3/2/2022,West,Washington,Seattle,Powerade,53,UPS,$0.70 ,"1,750","$1,225 ",$306 ,0.25
CVS,1128299,3/2/2022,West,Washington,Seattle,Dasani Water,48,UPS,$0.65 ,"3,750","$2,438 ",$488 ,0.20
CVS,1128299,4/3/2022,West,Washington,Seattle,Coca-Cola,34,UPS,$0.70 ,"5,500","$3,850 ","$1,155 ",0.30
CVS,1128299,4/3/2022,West,Washington,Seattle,Diet Coke,29,UPS,$0.75 ,"3,500","$2,625 ",$656 ,0.25
CVS,1128299,4/3/2022,West,Washington,Seattle,Sprite,45,UPS,$0.75 ,"4,000","$3,000 ",$750 ,0.25
CVS,1128299,4/3/2022,West,Washington,Seattle,Fanta,34,UPS,$0.60 ,"3,000","$1,800 ",$540 ,0.30
CVS,1128299,4/3/2022,West,Washington,Seattle,Powerade,36,UPS,$0.65 ,"2,000","$1,300 ",$325 ,0.25
CVS,1128299,4/3/2022,West,Washington,Seattle,Dasani Water,60,UPS,$0.80 ,"3,500","$2,800 ",$560 ,0.20
CVS,1128299,5/4/2022,West,Washington,Seattle,Coca-Cola,54,UPS,$0.60 ,"5,500","$3,300 ",$990 ,0.30
CVS,1128299,5/4/2022,West,Washington,Seattle,Diet Coke,50,UPS,$0.65 ,"4,000","$2,600 ",$650 ,0.25
CVS,1128299,5/4/2022,West,Washington,Seattle,Sprite,26,UPS,$0.65 ,"4,000","$2,600 ",$650 ,0.25
CVS,1128299,5/4/2022,West,Washington,Seattle,Fanta,25,UPS,$0.60 ,"3,000","$1,800 ",$540 ,0.30
CVS,1128299,5/4/2022,West,Washington,Seattle,Powerade,49,UPS,$0.65 ,"2,000","$1,300 ",$325 ,0.25
CVS,1128299,5/4/2022,West,Washington,Seattle,Dasani Water,16,UPS,$0.80 ,"5,000","$4,000 ",$800 ,0.20
CVS,1128299,6/3/2022,West,Washington,Seattle,Coca-Cola,19,UPS,$0.75 ,"7,500","$5,625 ","$1,688 ",0.30
CVS,1128299,6/3/2022,West,Washington,Seattle,Diet Coke,55,UPS,$0.80 ,"6,250","$5,000 ","$1,250 ",0.25
CVS,1128299,6/3/2022,West,Washington,Seattle,Sprite,34,UPS,$0.80 ,"6,250","$5,000 ","$1,250 ",0.25
CVS,1128299,6/3/2022,West,Washington,Seattle,Fanta,34,UPS,$0.80 ,"5,000","$4,000 ","$1,200 ",0.30
CVS,1128299,6/3/2022,West,Washington,Seattle,Powerade,22,UPS,$0.85 ,"3,750","$3,188 ",$797 ,0.25
CVS,1128299,6/3/2022,West,Washington,Seattle,Dasani Water,59,UPS,$1.00 ,"6,750","$6,750 ","$1,350 ",0.20
CVS,1128299,7/2/2022,West,Washington,Seattle,Coca-Cola,55,UPS,$0.80 ,"8,250","$6,600 ","$1,980 ",0.30
CVS,1128299,7/2/2022,West,Washington,Seattle,Diet Coke,32,UPS,$0.85 ,"6,750","$5,738 ","$1,434 ",0.25
CVS,1128299,7/2/2022,West,Washington,Seattle,Sprite,46,UPS,$0.85 ,"6,250","$5,313 ","$1,328 ",0.25
CVS,1128299,7/2/2022,West,Washington,Seattle,Fanta,54,UPS,$0.80 ,"5,250","$4,200 ","$1,260 ",0.30
CVS,1128299,7/2/2022,West,Washington,Seattle,Powerade,19,UPS,$0.85 ,"5,750","$4,888 ","$1,222 ",0.25
CVS,1128299,7/2/2022,West,Washington,Seattle,Dasani Water,49,UPS,$1.00 ,"5,750","$5,750 ","$1,150 ",0.20
CVS,1128299,8/3/2022,West,Washington,Seattle,Coca-Cola,34,UPS,$0.85 ,"7,750","$6,588 ","$1,976 ",0.30
CVS,1128299,8/3/2022,West,Washington,Seattle,Diet Coke,17,UPS,$0.80 ,"7,500","$6,000 ","$1,500 ",0.25
CVS,1128299,8/3/2022,West,Washington,Seattle,Sprite,32,UPS,$0.75 ,"6,250","$4,688 ","$1,172 ",0.25
CVS,1128299,8/3/2022,West,Washington,Seattle,Fanta,24,UPS,$0.75 ,"5,750","$4,313 ","$1,294 ",0.30
CVS,1128299,8/3/2022,West,Washington,Seattle,Powerade,45,UPS,$0.75 ,"5,750","$4,313 ","$1,078 ",0.25
CVS,1128299,8/3/2022,West,Washington,Seattle,Dasani Water,58,UPS,$0.80 ,"4,000","$3,200 ",$640 ,0.20
CVS,1128299,9/4/2022,West,Washington,Seattle,Coca-Cola,18,UPS,$0.70 ,"6,000","$4,200 ","$1,260 ",0.30
CVS,1128299,9/4/2022,West,Washington,Seattle,Diet Coke,33,UPS,$0.75 ,"6,000","$4,500 ","$1,125 ",0.25
CVS,1128299,9/4/2022,West,Washington,Seattle,Sprite,49,UPS,$0.70 ,"4,500","$3,150 ",$788 ,0.25
CVS,1128299,9/4/2022,West,Washington,Seattle,Fanta,17,UPS,$0.70 ,"4,000","$2,800 ",$840 ,0.30
CVS,1128299,9/4/2022,West,Washington,Seattle,Powerade,28,UPS,$0.80 ,"4,250","$3,400 ",$850 ,0.25
CVS,1128299,9/4/2022,West,Washington,Seattle,Dasani Water,55,UPS,$0.65 ,"4,500","$2,925 ",$585 ,0.20
CVS,1128299,10/3/2022,West,Washington,Seattle,Coca-Cola,31,UPS,$0.60 ,"5,500","$3,300 ",$990 ,0.30
CVS,1128299,10/3/2022,West,Washington,Seattle,Diet Coke,60,UPS,$0.65 ,"5,500","$3,575 ",$894 ,0.25
CVS,1128299,10/3/2022,West,Washington,Seattle,Sprite,56,UPS,$0.60 ,"3,750","$2,250 ",$563 ,0.25
CVS,1128299,10/3/2022,West,Washington,Seattle,Fanta,53,UPS,$0.60 ,"3,500","$2,100 ",$630 ,0.30
CVS,1128299,10/3/2022,West,Washington,Seattle,Powerade,31,UPS,$0.70 ,"3,250","$2,275 ",$569 ,0.25
CVS,1128299,10/3/2022,West,Washington,Seattle,Dasani Water,25,UPS,$0.75 ,"3,750","$2,813 ",$563 ,0.20
CVS,1128299,11/3/2022,West,Washington,Seattle,Coca-Cola,42,UPS,$0.60 ,"6,000","$3,600 ","$1,080 ",0.30
CVS,1128299,11/3/2022,West,Washington,Seattle,Diet Coke,46,UPS,$0.65 ,"6,250","$4,063 ","$1,016 ",0.25
CVS,1128299,11/3/2022,West,Washington,Seattle,Sprite,25,UPS,$0.60 ,"4,750","$2,850 ",$713 ,0.25
CVS,1128299,11/3/2022,West,Washington,Seattle,Fanta,59,UPS,$0.70 ,"4,500","$3,150 ",$945 ,0.30
CVS,1128299,11/3/2022,West,Washington,Seattle,Powerade,46,UPS,$0.90 ,"4,250","$3,825 ",$956 ,0.25
CVS,1128299,11/3/2022,West,Washington,Seattle,Dasani Water,49,UPS,$0.95 ,"5,500","$5,225 ","$1,045 ",0.20
CVS,1128299,12/2/2022,West,Washington,Seattle,Coca-Cola,31,UPS,$0.80 ,"7,500","$6,000 ","$1,800 ",0.30
CVS,1128299,12/2/2022,West,Washington,Seattle,Diet Coke,49,UPS,$0.85 ,"7,500","$6,375 ","$1,594 ",0.25
CVS,1128299,12/2/2022,West,Washington,Seattle,Sprite,35,UPS,$0.80 ,"5,500","$4,400 ","$1,100 ",0.25
CVS,1128299,12/2/2022,West,Washington,Seattle,Fanta,23,UPS,$0.80 ,"5,500","$4,400 ","$1,320 ",0.30
CVS,1128299,12/2/2022,West,Washington,Seattle,Powerade,50,UPS,$0.90 ,"4,750","$4,275 ","$1,069 ",0.25
CVS,1128299,12/2/2022,West,Washington,Seattle,Dasani Water,30,UPS,$0.95 ,"5,750","$5,463 ","$1,093 ",0.20
Walmart,1185732,1/12/2022,Southeast,Florida,Miami,Coca-Cola,15,UPS,$0.45 ,"10,500","$4,725 ","$2,126 ",0.45
Walmart,1185732,1/12/2022,Southeast,Florida,Miami,Diet Coke,36,UPS,$0.45 ,"8,500","$3,825 ","$1,339 ",0.35
Walmart,1185732,1/12/2022,Southeast,Florida,Miami,Sprite,54,UPS,$0.35 ,"8,500","$2,975 ",$744 ,0.25
Walmart,1185732,1/12/2022,Southeast,Florida,Miami,Fanta,44,UPS,$0.40 ,"7,000","$2,800 ",$840 ,0.30
Walmart,1185732,1/12/2022,Southeast,Florida,Miami,Powerade,29,UPS,$0.55 ,"7,500","$4,125 ","$1,444 ",0.35
Walmart,1185732,1/12/2022,Southeast,Florida,Miami,Dasani Water,15,UPS,$0.45 ,"8,500","$3,825 ","$1,913 ",0.50
Walmart,1185732,2/10/2022,Southeast,Florida,Miami,Coca-Cola,17,UPS,$0.45 ,"11,000","$4,950 ","$2,228 ",0.45
Walmart,1185732,2/10/2022,Southeast,Florida,Miami,Diet Coke,18,UPS,$0.45 ,"7,500","$3,375 ","$1,181 ",0.35
Walmart,1185732,2/10/2022,Southeast,Florida,Miami,Sprite,28,UPS,$0.35 ,"8,000","$2,800 ",$700 ,0.25
Walmart,1185732,2/10/2022,Southeast,Florida,Miami,Fanta,20,UPS,$0.40 ,"6,750","$2,700 ",$810 ,0.30
Walmart,1185732,2/10/2022,Southeast,Florida,Miami,Powerade,52,UPS,$0.55 ,"7,500","$4,125 ","$1,444 ",0.35
Walmart,1185732,2/10/2022,Southeast,Florida,Miami,Dasani Water,30,UPS,$0.45 ,"8,500","$3,825 ","$1,913 ",0.50
Walmart,1185732,3/8/2022,Southeast,Florida,Miami,Coca-Cola,44,UPS,$0.45 ,"10,700","$4,815 ","$2,167 ",0.45
Walmart,1185732,3/8/2022,Southeast,Florida,Miami,Diet Coke,40,UPS,$0.45 ,"7,500","$3,375 ","$1,181 ",0.35
Walmart,1185732,3/8/2022,Southeast,Florida,Miami,Sprite,60,UPS,$0.35 ,"7,750","$2,713 ",$678 ,0.25
Walmart,1185732,3/8/2022,Southeast,Florida,Miami,Fanta,27,UPS,$0.40 ,"6,250","$2,500 ",$750 ,0.30
Walmart,1185732,3/8/2022,Southeast,Florida,Miami,Powerade,40,UPS,$0.55 ,"6,750","$3,713 ","$1,299 ",0.35
Walmart,1185732,3/8/2022,Southeast,Florida,Miami,Dasani Water,15,UPS,$0.45 ,"7,750","$3,488 ","$1,744 ",0.50
Walmart,1185732,4/9/2022,Southeast,Florida,Miami,Coca-Cola,46,UPS,$0.45 ,"10,250","$4,613 ","$2,076 ",0.45
Walmart,1185732,4/9/2022,Southeast,Florida,Miami,Diet Coke,60,UPS,$0.45 ,"7,250","$3,263 ","$1,142 ",0.35
Walmart,1185732,4/9/2022,Southeast,Florida,Miami,Sprite,18,UPS,$0.35 ,"7,250","$2,538 ",$634 ,0.25
Walmart,1185732,4/9/2022,Southeast,Florida,Miami,Fanta,15,UPS,$0.40 ,"6,500","$2,600 ",$780 ,0.30
Walmart,1185732,4/9/2022,Southeast,Florida,Miami,Powerade,33,UPS,$0.55 ,"6,750","$3,713 ","$1,299 ",0.35
Walmart,1185732,4/9/2022,Southeast,Florida,Miami,Dasani Water,58,UPS,$0.45 ,"8,000","$3,600 ","$1,800 ",0.50
Walmart,1185732,5/8/2022,Southeast,Florida,Miami,Coca-Cola,30,UPS,$0.55 ,"10,700","$5,885 ","$2,648 ",0.45
Walmart,1185732,5/8/2022,Southeast,Florida,Miami,Diet Coke,38,UPS,$0.55 ,"7,750","$4,263 ","$1,492 ",0.35
Walmart,1185732,5/8/2022,Southeast,Florida,Miami,Sprite,42,UPS,$0.50 ,"7,500","$3,750 ",$938 ,0.25
Walmart,1185732,5/8/2022,Southeast,Florida,Miami,Fanta,36,UPS,$0.50 ,"7,000","$3,500 ","$1,050 ",0.30
Walmart,1185732,5/8/2022,Southeast,Florida,Miami,Powerade,55,UPS,$0.60 ,"7,250","$4,350 ","$1,523 ",0.35
Walmart,1185732,5/8/2022,Southeast,Florida,Miami,Dasani Water,43,UPS,$0.65 ,"8,250","$5,363 ","$2,681 ",0.50
Walmart,1185732,6/10/2022,Southeast,Florida,Miami,Coca-Cola,42,UPS,$0.60 ,"10,750","$6,450 ","$2,903 ",0.45
Walmart,1185732,6/10/2022,Southeast,Florida,Miami,Diet Coke,46,UPS,$0.55 ,"8,250","$4,538 ","$1,588 ",0.35
Walmart,1185732,6/10/2022,Southeast,Florida,Miami,Sprite,28,UPS,$0.50 ,"8,000","$4,000 ","$1,000 ",0.25
Walmart,1185732,6/10/2022,Southeast,Florida,Miami,Fanta,47,UPS,$0.50 ,"7,750","$3,875 ","$1,163 ",0.30
Walmart,1185732,6/10/2022,Southeast,Florida,Miami,Powerade,21,UPS,$0.65 ,"7,750","$5,038 ","$1,763 ",0.35
Walmart,1185732,6/10/2022,Southeast,Florida,Miami,Dasani Water,48,UPS,$0.70 ,"9,250","$6,475 ","$3,238 ",0.50
Walmart,1185732,7/8/2022,Southeast,Florida,Miami,Coca-Cola,22,UPS,$0.65 ,"11,500","$7,475 ","$3,364 ",0.45
Walmart,1185732,7/8/2022,Southeast,Florida,Miami,Diet Coke,38,UPS,$0.60 ,"9,000","$5,400 ","$1,890 ",0.35
Walmart,1185732,7/8/2022,Southeast,Florida,Miami,Sprite,46,UPS,$0.55 ,"8,250","$4,538 ","$1,134 ",0.25
Walmart,1185732,7/8/2022,Southeast,Florida,Miami,Fanta,44,UPS,$0.55 ,"7,750","$4,263 ","$1,279 ",0.30
Walmart,1185732,7/8/2022,Southeast,Florida,Miami,Powerade,20,UPS,$0.65 ,"8,000","$5,200 ","$1,820 ",0.35
Walmart,1185732,7/8/2022,Southeast,Florida,Miami,Dasani Water,45,UPS,$0.70 ,"9,750","$6,825 ","$3,413 ",0.50
Walmart,1185732,8/9/2022,Southeast,Florida,Miami,Coca-Cola,46,UPS,$0.65 ,"11,250","$7,313 ","$3,291 ",0.45
Walmart,1185732,8/9/2022,Southeast,Florida,Miami,Diet Coke,47,UPS,$0.60 ,"9,000","$5,400 ","$1,890 ",0.35
Walmart,1185732,8/9/2022,Southeast,Florida,Miami,Sprite,23,UPS,$0.55 ,"8,250","$4,538 ","$1,134 ",0.25
Walmart,1185732,8/9/2022,Southeast,Florida,Miami,Fanta,40,UPS,$0.45 ,"7,750","$3,488 ","$1,046 ",0.30
Walmart,1185732,8/9/2022,Southeast,Florida,Miami,Powerade,55,UPS,$0.55 ,"7,500","$4,125 ","$1,444 ",0.35
Walmart,1185732,8/9/2022,Southeast,Florida,Miami,Dasani Water,49,UPS,$0.60 ,"9,250","$5,550 ","$2,775 ",0.50
Walmart,1185732,9/8/2022,Southeast,Florida,Miami,Coca-Cola,35,UPS,$0.55 ,"10,500","$5,775 ","$2,599 ",0.45
Walmart,1185732,9/8/2022,Southeast,Florida,Miami,Diet Coke,48,UPS,$0.50 ,"8,500","$4,250 ","$1,488 ",0.35
Walmart,1185732,9/8/2022,Southeast,Florida,Miami,Sprite,45,UPS,$0.45 ,"7,500","$3,375 ",$844 ,0.25
Walmart,1185732,9/8/2022,Southeast,Florida,Miami,Fanta,40,UPS,$0.45 ,"7,250","$3,263 ",$979 ,0.30
Walmart,1185732,9/8/2022,Southeast,Florida,Miami,Powerade,55,UPS,$0.55 ,"7,250","$3,988 ","$1,396 ",0.35
Walmart,1185732,9/8/2022,Southeast,Florida,Miami,Dasani Water,17,UPS,$0.60 ,"8,250","$4,950 ","$2,475 ",0.50
Walmart,1185732,10/10/2022,Southeast,Florida,Miami,Coca-Cola,54,UPS,$0.60 ,"10,000","$6,000 ","$2,700 ",0.45
Walmart,1185732,10/10/2022,Southeast,Florida,Miami,Diet Coke,58,UPS,$0.50 ,"8,250","$4,125 ","$1,444 ",0.35
Walmart,1185732,10/10/2022,Southeast,Florida,Miami,Sprite,51,UPS,$0.50 ,"7,250","$3,625 ",$906 ,0.25
Walmart,1185732,10/10/2022,Southeast,Florida,Miami,Fanta,29,UPS,$0.50 ,"7,000","$3,500 ","$1,050 ",0.30
Walmart,1185732,10/10/2022,Southeast,Florida,Miami,Powerade,56,UPS,$0.60 ,"7,000","$4,200 ","$1,470 ",0.35
Walmart,1185732,10/10/2022,Southeast,Florida,Miami,Dasani Water,28,UPS,$0.65 ,"8,250","$5,363 ","$2,681 ",0.50
Walmart,1185732,11/9/2022,Southeast,Florida,Miami,Coca-Cola,41,UPS,$0.60 ,"9,750","$5,850 ","$2,633 ",0.45
Walmart,1185732,11/9/2022,Southeast,Florida,Miami,Diet Coke,44,UPS,$0.50 ,"8,000","$4,000 ","$1,400 ",0.35
Walmart,1185732,11/9/2022,Southeast,Florida,Miami,Sprite,53,UPS,$0.50 ,"7,450","$3,725 ",$931 ,0.25
Walmart,1185732,11/9/2022,Southeast,Florida,Miami,Fanta,36,UPS,$0.50 ,"7,750","$3,875 ","$1,163 ",0.30
Walmart,1185732,11/9/2022,Southeast,Florida,Miami,Powerade,35,UPS,$0.65 ,"7,500","$4,875 ","$1,706 ",0.35
Walmart,1185732,11/9/2022,Southeast,Florida,Miami,Dasani Water,45,UPS,$0.70 ,"8,500","$5,950 ","$2,975 ",0.50
Walmart,1185732,12/8/2022,Southeast,Florida,Miami,Coca-Cola,20,UPS,$0.65 ,"10,750","$6,988 ","$3,144 ",0.45
Walmart,1185732,12/8/2022,Southeast,Florida,Miami,Diet Coke,28,UPS,$0.55 ,"8,750","$4,813 ","$1,684 ",0.35
Walmart,1185732,12/8/2022,Southeast,Florida,Miami,Sprite,26,UPS,$0.55 ,"8,250","$4,538 ","$1,134 ",0.25
Walmart,1185732,12/8/2022,Southeast,Florida,Miami,Fanta,34,UPS,$0.55 ,"7,750","$4,263 ","$1,279 ",0.30
Walmart,1185732,12/8/2022,Southeast,Florida,Miami,Powerade,52,UPS,$0.65 ,"7,750","$5,038 ","$1,763 ",0.35
Walmart,1185732,12/8/2022,Southeast,Florida,Miami,Dasani Water,58,UPS,$0.70 ,"8,750","$6,125 ","$3,063 ",0.50
Walmart,1185732,1/13/2022,Midwest,Minnesota,Minneapolis,Coca-Cola,46,UPS,$0.35 ,"4,500","$1,575 ",$551 ,0.35
Walmart,1185732,1/13/2022,Midwest,Minnesota,Minneapolis,Diet Coke,35,UPS,$0.35 ,"2,500",$875 ,$263 ,0.30
Walmart,1185732,1/13/2022,Midwest,Minnesota,Minneapolis,Sprite,19,UPS,$0.25 ,"2,500",$625 ,$188 ,0.30
Walmart,1185732,1/13/2022,Midwest,Minnesota,Minneapolis,Fanta,35,UPS,$0.30 ,"1,000",$300 ,$105 ,0.35
Walmart,1185732,1/13/2022,Midwest,Minnesota,Minneapolis,Powerade,58,UPS,$0.45 ,"1,500",$675 ,$203 ,0.30
Walmart,1185732,1/13/2022,Midwest,Minnesota,Minneapolis,Dasani Water,42,UPS,$0.35 ,"2,500",$875 ,$394 ,0.45
Walmart,1185732,2/13/2022,Midwest,Minnesota,Minneapolis,Coca-Cola,42,UPS,$0.35 ,"5,000","$1,750 ",$613 ,0.35
Walmart,1185732,2/13/2022,Midwest,Minnesota,Minneapolis,Diet Coke,27,UPS,$0.35 ,"1,500",$525 ,$158 ,0.30
Walmart,1185732,2/13/2022,Midwest,Minnesota,Minneapolis,Sprite,36,UPS,$0.25 ,"2,000",$500 ,$150 ,0.30
Walmart,1185732,2/13/2022,Midwest,Minnesota,Minneapolis,Fanta,41,UPS,$0.30 ,750,$225 ,$79 ,0.35
Walmart,1185732,2/13/2022,Midwest,Minnesota,Minneapolis,Powerade,41,UPS,$0.45 ,"1,500",$675 ,$203 ,0.30
Walmart,1185732,2/13/2022,Midwest,Minnesota,Minneapolis,Dasani Water,43,UPS,$0.35 ,"2,250",$788 ,$354 ,0.45
Walmart,1185732,3/12/2022,Midwest,Minnesota,Minneapolis,Coca-Cola,59,UPS,$0.40 ,"4,450","$1,780 ",$623 ,0.35
Walmart,1185732,3/12/2022,Midwest,Minnesota,Minneapolis,Diet Coke,44,UPS,$0.40 ,"1,250",$500 ,$150 ,0.30
Walmart,1185732,3/12/2022,Midwest,Minnesota,Minneapolis,Sprite,57,UPS,$0.30 ,"1,750",$525 ,$158 ,0.30
Walmart,1185732,3/12/2022,Midwest,Minnesota,Minneapolis,Fanta,42,UPS,$0.35 ,250,$88 ,$31 ,0.35
Walmart,1185732,3/12/2022,Midwest,Minnesota,Minneapolis,Powerade,34,UPS,$0.50 ,750,$375 ,$113 ,0.30
Walmart,1185732,3/12/2022,Midwest,Minnesota,Minneapolis,Dasani Water,22,UPS,$0.40 ,"1,750",$700 ,$315 ,0.45
Walmart,1185732,4/13/2022,Midwest,Minnesota,Minneapolis,Coca-Cola,46,UPS,$0.40 ,"4,000","$1,600 ",$560 ,0.35
Walmart,1185732,4/13/2022,Midwest,Minnesota,Minneapolis,Diet Coke,44,UPS,$0.40 ,"1,000",$400 ,$120 ,0.30
Walmart,1185732,4/13/2022,Midwest,Minnesota,Minneapolis,Sprite,29,UPS,$0.30 ,"1,000",$300 ,$90 ,0.30
Walmart,1185732,4/13/2022,Midwest,Minnesota,Minneapolis,Fanta,52,UPS,$0.35 ,250,$88 ,$31 ,0.35
Walmart,1185732,4/13/2022,Midwest,Minnesota,Minneapolis,Powerade,32,UPS,$0.50 ,500,$250 ,$75 ,0.30
Walmart,1185732,4/13/2022,Midwest,Minnesota,Minneapolis,Dasani Water,18,UPS,$0.40 ,"1,750",$700 ,$315 ,0.45
Walmart,1185732,5/14/2022,Midwest,Minnesota,Minneapolis,Coca-Cola,50,UPS,$0.50 ,"4,450","$2,225 ",$779 ,0.35
Walmart,1185732,5/14/2022,Midwest,Minnesota,Minneapolis,Diet Coke,23,UPS,$0.45 ,"1,500",$675 ,$203 ,0.30
Walmart,1185732,5/14/2022,Midwest,Minnesota,Minneapolis,Sprite,44,UPS,$0.40 ,"1,250",$500 ,$150 ,0.30
Walmart,1185732,5/14/2022,Midwest,Minnesota,Minneapolis,Fanta,37,UPS,$0.40 ,500,$200 ,$70 ,0.35
Walmart,1185732,5/14/2022,Midwest,Minnesota,Minneapolis,Powerade,39,UPS,$0.55 ,750,$413 ,$124 ,0.30
Walmart,1185732,5/14/2022,Midwest,Minnesota,Minneapolis,Dasani Water,37,UPS,$0.60 ,"1,750","$1,050 ",$473 ,0.45
Walmart,1185732,6/13/2022,Midwest,Minnesota,Minneapolis,Coca-Cola,47,UPS,$0.45 ,"4,250","$1,913 ",$669 ,0.35
Walmart,1185732,6/13/2022,Midwest,Minnesota,Minneapolis,Diet Coke,16,UPS,$0.40 ,"1,750",$700 ,$210 ,0.30
Walmart,1185732,6/13/2022,Midwest,Minnesota,Minneapolis,Sprite,37,UPS,$0.35 ,"1,750",$613 ,$184 ,0.30
Walmart,1185732,6/13/2022,Midwest,Minnesota,Minneapolis,Fanta,22,UPS,$0.35 ,"1,500",$525 ,$184 ,0.35
Walmart,1185732,6/13/2022,Midwest,Minnesota,Minneapolis,Powerade,20,UPS,$0.50 ,"1,500",$750 ,$225 ,0.30
Walmart,1185732,6/13/2022,Midwest,Minnesota,Minneapolis,Dasani Water,29,UPS,$0.55 ,"3,250","$1,788 ",$804 ,0.45
Walmart,1185732,7/12/2022,Midwest,Minnesota,Minneapolis,Coca-Cola,46,UPS,$0.50 ,"5,500","$2,750 ",$963 ,0.35
Walmart,1185732,7/12/2022,Midwest,Minnesota,Minneapolis,Diet Coke,21,UPS,$0.45 ,"3,000","$1,350 ",$405 ,0.30
Walmart,1185732,7/12/2022,Midwest,Minnesota,Minneapolis,Sprite,60,UPS,$0.40 ,"2,250",$900 ,$270 ,0.30
Walmart,1185732,7/12/2022,Midwest,Minnesota,Minneapolis,Fanta,23,UPS,$0.40 ,"1,750",$700 ,$245 ,0.35
Walmart,1185732,7/12/2022,Midwest,Minnesota,Minneapolis,Powerade,26,UPS,$0.50 ,"2,000","$1,000 ",$300 ,0.30
Walmart,1185732,7/12/2022,Midwest,Minnesota,Minneapolis,Dasani Water,23,UPS,$0.55 ,"3,750","$2,063 ",$928 ,0.45
Walmart,1185732,8/13/2022,Midwest,Minnesota,Minneapolis,Coca-Cola,38,UPS,$0.50 ,"5,250","$2,625 ",$919 ,0.35
Walmart,1185732,8/13/2022,Midwest,Minnesota,Minneapolis,Diet Coke,55,UPS,$0.45 ,"3,000","$1,350 ",$405 ,0.30
Walmart,1185732,8/13/2022,Midwest,Minnesota,Minneapolis,Sprite,21,UPS,$0.40 ,"2,250",$900 ,$270 ,0.30
Walmart,1185732,8/13/2022,Midwest,Minnesota,Minneapolis,Fanta,50,UPS,$0.35 ,"1,750",$613 ,$214 ,0.35
